Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-09-15,126.01,127.66,125.12,127.12,3645600,0.0,0
2016-09-16,126.61,126.91,125.33,125.63,6463600,0.0,0
2016-09-19,126.47,127.55,126.21,126.47,2450100,0.0,0
2016-09-20,127.29,127.86,126.13,126.13,2159100,0.0,0
2016-09-21,126.51,127.13,125.66,127.01,2473900,0.0,0
2016-09-22,127.52,128.39,127.14,127.49,2691100,0.0,0
2016-09-23,127.09,127.43,126.34,126.56,2702200,0.0,0
2016-09-26,126.14,126.14,125.32,125.75,2533300,0.0,0
2016-09-27,126.02,128.02,125.61,128.02,2987200,0.0,0
2016-09-28,128.2,129.54,127.58,129.27,3310000,0.0,0
2016-09-29,129.54,134.75,128.59,129.12,3374800,0.0,0
2016-09-30,129.76,130.53,129.08,129.72,3596900,0.0,0
2016-10-03,129.08,129.33,128.23,128.71,2227800,0.0,0
2016-10-04,128.76,129.46,127.25,127.77,2884100,0.0,0
2016-10-05,128.27,128.89,127.98,128.28,1684500,0.0,0
2016-10-06,128.08,128.56,127.31,128.11,1950100,0.0,0
2016-10-07,128.33,128.78,126.46,127.13,2671900,0.0,0
2016-10-10,127.98,129.43,127.93,128.23,2481300,0.0,0
2016-10-11,127.99,128.17,125.67,126.41,2901300,0.0,0
2016-10-12,126.55,126.55,125.01,126.0,2964000,0.0,0
2016-10-13,125.52,125.94,124.35,125.53,2909900,0.0,0
2016-10-14,126.15,127.01,125.84,126.13,4358200,0.0,0
2016-10-17,126.13,127.31,126.04,126.39,5890400,0.0,0
2016-10-18,122.51,123.31,120.69,123.08,12770600,0.0,0
2016-10-19,123.53,124.5,123.17,123.52,4632900,0.0,0
2016-10-20,123.54,124.86,123.33,123.74,4023100,0.0,0
2016-10-21,122.97,123.43,122.14,122.19,4414200,0.0,0
2016-10-24,122.82,123.74,122.82,122.96,2666700,0.0,0
2016-10-25,122.96,123.44,122.36,123.21,2647500,0.0,0
2016-10-26,123.08,124.9,122.71,123.97,2811700,0.0,0
2016-10-27,124.8,125.81,124.15,125.23,4229300,0.0,0
2016-10-28,125.8,126.12,124.28,124.63,3654500,0.0,0
2016-10-31,124.75,126.03,124.75,125.51,3553200,0.0,0
2016-11-01,125.35,125.69,123.92,124.77,3191900,0.0,0
2016-11-02,124.52,125.23,123.86,124.09,3074400,0.0,0
2016-11-03,124.55,125.55,123.97,124.43,2878800,0.0,0
2016-11-04,124.46,125.47,124.02,124.48,2470400,0.0,0
2016-11-07,125.75,127.49,125.63,127.17,3804900,0.0,0
2016-11-08,127.36,128.49,126.13,127.87,3921900,1.4,0
2016-11-09,126.05,128.19,124.43,127.57,5403700,0.0,0
2016-11-10,129.92,132.8,129.86,132.03,7715800,0.0,0
2016-11-11,131.82,132.95,131.3,132.89,4446600,0.0,0
2016-11-14,132.88,133.38,129.85,130.37,5196500,0.0,0
2016-11-15,130.55,131.15,129.83,130.75,3477000,0.0,0
2016-11-16,130.58,131.48,130.22,131.26,2252800,0.0,0
2016-11-17,131.2,131.79,130.9,131.68,2261200,0.0,0
2016-11-18,131.68,132.44,131.2,132.17,2981600,0.0,0
2016-11-21,132.42,134.32,132.15,134.13,4637100,0.0,0
2016-11-22,134.32,134.32,133.45,134.05,2770800,0.0,0
2016-11-23,133.45,133.81,132.97,133.48,2252700,0.0,0
2016-11-25,133.36,134.48,133.36,134.43,1605300,0.0,0
2016-11-28,134.48,135.69,134.07,135.57,4449400,0.0,0
2016-11-29,135.14,135.48,134.34,134.76,3148200,0.0,0
2016-11-30,134.61,134.98,133.67,133.68,4397800,0.0,0
2016-12-01,133.45,133.66,130.45,131.7,4635700,0.0,0
2016-12-02,131.02,132.09,130.54,131.86,2740900,0.0,0
2016-12-05,132.55,132.79,131.51,131.72,3447100,0.0,0
2016-12-06,131.95,132.5,130.97,132.14,2859000,0.0,0
2016-12-07,132.34,136.12,132.17,135.79,4435100,0.0,0
2016-12-08,135.86,136.79,135.32,136.26,3266400,0.0,0
2016-12-09,136.12,137.38,135.64,137.22,3146900,0.0,0
2016-12-12,137.38,137.44,136.03,136.38,3392300,0.0,0
2016-12-13,136.53,140.05,136.53,138.68,5932300,0.0,0
2016-12-14,138.74,140.0,137.99,138.86,4124200,0.0,0
2016-12-15,138.45,139.96,138.26,138.46,3388600,0.0,0
2016-12-16,139.24,139.35,136.84,137.39,7120600,0.0,0
2016-12-19,137.48,137.83,136.79,137.35,2955900,0.0,0
2016-12-20,138.02,138.65,137.16,138.11,2174600,0.0,0
2016-12-21,137.0,138.39,136.17,137.89,3575700,0.0,0
2016-12-22,137.91,138.63,137.27,137.67,2802600,0.0,0
2016-12-23,137.62,138.02,137.16,137.38,1701200,0.0,0
2016-12-27,137.6,138.42,137.49,137.73,1397500,0.0,0
2016-12-28,137.85,138.23,136.79,136.95,1757500,0.0,0
2016-12-29,136.81,137.61,136.79,137.29,1663500,0.0,0
2016-12-30,137.15,137.37,136.38,136.78,2952800,0.0,0
2017-01-03,137.62,138.33,136.8,137.77,2934300,0.0,0
2017-01-04,138.25,139.98,137.91,139.48,3381400,0.0,0
2017-01-05,139.47,139.59,137.83,139.02,2682300,0.0,0
2017-01-06,139.01,140.02,138.04,139.7,2945500,0.0,0
2017-01-09,139.65,139.92,138.13,138.15,3189900,0.0,0
2017-01-10,138.42,138.51,136.25,136.4,4118700,0.0,0
2017-01-11,136.83,138.24,136.46,138.23,3599500,0.0,0
2017-01-12,138.25,138.45,136.43,138.4,2927500,0.0,0
2017-01-13,138.41,138.84,137.52,137.9,2875400,0.0,0
2017-01-17,137.36,138.59,136.89,138.35,3315700,0.0,0
2017-01-18,137.99,138.93,137.36,137.45,4007800,0.0,0
2017-01-19,137.58,137.99,136.63,137.46,6963400,0.0,0
2017-01-20,138.28,140.62,136.79,140.54,12690000,0.0,0
2017-01-23,140.15,141.12,140.1,140.94,5478200,0.0,0
2017-01-24,141.21,145.03,141.04,144.95,6952400,0.0,0
2017-01-25,145.25,147.71,145.14,146.92,5922500,0.0,0
2017-01-26,146.73,147.41,146.28,147.22,3063900,0.0,0
2017-01-27,147.07,147.67,146.1,146.1,3482300,0.0,0
2017-01-30,145.84,145.91,143.86,144.87,4094800,0.0,0
2017-01-31,144.25,144.69,143.06,143.81,4139000,0.0,0
2017-02-01,144.21,144.78,142.47,143.62,2795700,0.0,0
2017-02-02,143.57,144.18,143.01,143.86,2620500,0.0,0
2017-02-03,144.21,145.31,144.12,144.88,3309300,0.0,0
2017-02-06,144.46,145.02,143.7,144.92,2650800,0.0,0
2017-02-07,145.03,147.19,144.95,147.06,3873500,0.0,0
2017-02-08,147.42,147.42,146.08,146.32,2913100,1.4,0
2017-02-09,146.32,147.67,146.1,147.18,3090700,0.0,0
2017-02-10,147.32,148.56,146.81,148.4,2930700,0.0,0
2017-02-13,148.87,149.42,148.54,148.97,3093400,0.0,0
2017-02-14,148.31,149.61,148.13,149.61,2776500,0.0,0
2017-02-15,149.67,151.1,149.34,150.9,2914300,0.0,0
2017-02-16,150.71,151.82,150.22,150.69,3251500,0.0,0
2017-02-17,150.54,150.8,149.5,150.06,3552500,0.0,0
2017-02-21,150.0,150.16,148.77,149.72,4480300,0.0,0
2017-02-22,149.58,150.61,149.58,150.46,3020500,0.0,0
2017-02-23,151.16,151.58,150.27,150.87,2282500,0.0,0
2017-02-24,149.68,150.74,149.41,150.62,3300100,0.0,0
2017-02-27,150.49,150.54,148.9,149.0,3691300,0.0,0
2017-02-28,148.99,150.02,148.96,149.35,3273400,0.0,0
2017-03-01,149.9,151.62,149.53,151.12,3005600,0.0,0
2017-03-02,151.06,151.06,149.86,149.94,2918200,0.0,0
2017-03-03,149.94,150.6,149.3,149.54,1822000,0.0,0
2017-03-06,149.27,150.32,149.14,149.89,3204400,0.0,0
2017-03-07,150.09,150.57,149.67,149.82,2980500,0.0,0
2017-03-08,150.12,150.29,148.92,149.04,3557400,0.0,0
2017-03-09,148.8,148.88,146.08,147.16,5444100,0.0,0
2017-03-10,148.01,149.08,147.36,147.7,3100300,0.0,0
2017-03-13,147.72,147.89,146.53,146.56,3482200,0.0,0
2017-03-14,146.33,146.86,145.52,145.95,3147500,0.0,0
2017-03-15,145.94,146.41,145.14,146.02,3815500,0.0,0
2017-03-16,148.22,148.67,146.86,147.21,4311800,0.0,0
2017-03-17,146.42,146.83,145.89,145.89,5921000,0.0,0
2017-03-20,145.89,146.33,145.46,145.93,2476100,0.0,0
2017-03-21,146.19,146.37,144.38,144.42,3927700,0.0,0
2017-03-22,144.55,145.4,143.52,145.17,3450500,0.0,0
2017-03-23,144.87,145.9,144.15,145.2,3740000,0.0,0
2017-03-24,145.45,145.76,144.01,144.38,3221700,0.0,0
2017-03-27,143.43,144.65,142.93,144.33,3259000,0.0,0
2017-03-28,144.47,145.35,143.69,144.94,3523900,0.0,0
2017-03-29,144.77,144.92,144.07,144.47,3085600,0.0,0
2017-03-30,144.4,145.01,144.26,144.4,3168300,0.0,0
2017-03-31,144.5,145.31,144.26,144.63,2913700,0.0,0
2017-04-03,144.37,145.24,144.0,144.93,4286500,0.0,0
2017-04-04,144.12,145.32,143.9,144.95,3108900,0.0,0
2017-04-05,145.1,146.45,143.53,143.59,6238900,0.0,0
2017-04-06,144.08,144.08,143.06,143.23,3435400,0.0,0
2017-04-07,142.92,143.63,142.26,142.97,3588300,0.0,0
2017-04-10,143.3,143.32,142.03,142.19,3789900,0.0,0
2017-04-11,141.74,142.22,140.35,141.68,4891900,0.0,0
2017-04-12,142.06,142.19,141.21,141.74,3276900,0.0,0
2017-04-13,141.13,142.32,140.81,140.81,3205500,0.0,0
2017-04-17,140.99,142.28,140.88,142.11,3720200,0.0,0
2017-04-18,141.85,142.6,141.05,141.24,6345500,0.0,0
2017-04-19,134.35,135.08,132.56,134.29,19284300,0.0,0
2017-04-20,133.99,134.88,133.31,134.8,6486800,0.0,0
2017-04-21,134.59,134.64,133.21,133.21,5607800,0.0,0
2017-04-24,133.96,134.19,133.24,133.51,5320600,0.0,0
2017-04-25,134.37,134.58,133.21,133.21,4860400,0.0,0
2017-04-26,133.33,133.8,132.8,132.94,4327800,0.0,0
2017-04-27,133.13,133.29,132.58,133.16,4122600,0.0,0
2017-04-28,133.31,133.38,132.64,133.13,4154100,0.0,0
2017-05-01,132.93,133.24,131.81,131.93,4935300,0.0,0
2017-05-02,132.42,132.47,131.76,132.14,3208200,0.0,0
2017-05-03,131.84,132.43,131.66,131.75,3993300,0.0,0
2017-05-04,131.97,132.18,131.53,132.1,4280600,0.0,0
2017-05-05,127.51,129.38,127.08,128.78,12521300,0.0,0
2017-05-08,128.15,128.71,127.65,128.34,7492000,1.5,0
2017-05-09,127.98,128.4,127.11,127.57,6853000,0.0,0
2017-05-10,127.19,127.79,126.75,126.85,4999900,0.0,0
2017-05-11,126.68,126.77,125.63,126.35,5627900,0.0,0
2017-05-12,126.05,126.86,125.8,126.11,3715300,0.0,0
2017-05-15,126.32,127.34,126.18,127.07,4245500,0.0,0
2017-05-16,127.19,129.15,127.19,128.89,5513700,0.0,0
2017-05-17,128.57,129.27,126.55,126.58,5191500,0.0,0
2017-05-18,126.52,126.92,125.89,126.46,3274200,0.0,0
2017-05-19,126.65,127.86,126.55,127.46,5643000,0.0,0
2017-05-22,127.56,128.18,127.14,128.02,3302100,0.0,0
2017-05-23,127.96,128.89,127.41,127.5,2564500,0.0,0
2017-05-24,127.65,128.12,126.83,127.91,3732400,0.0,0
2017-05-25,128.53,128.93,128.28,128.48,2582700,0.0,0
2017-05-26,128.19,128.32,127.53,127.89,2443300,0.0,0
2017-05-30,127.44,128.04,127.13,127.25,3666000,0.0,0
2017-05-31,127.5,128.15,127.19,128.01,3543400,0.0,0
2017-06-01,128.15,128.21,127.17,128.04,2918100,0.0,0
2017-06-02,128.38,128.48,127.31,127.52,3585700,0.0,0
2017-06-05,127.33,128.26,127.21,127.82,3975100,0.0,0
2017-06-06,127.48,128.23,127.48,127.79,3797200,0.0,0
2017-06-07,128.36,129.32,126.47,126.62,4865700,0.0,0
2017-06-08,126.64,128.17,126.57,127.56,3709000,0.0,0
2017-06-09,127.48,129.37,127.38,129.24,4361500,0.0,0
2017-06-12,129.32,131.84,129.17,130.15,6471500,0.0,0
2017-06-13,130.36,130.4,129.28,129.37,3523500,0.0,0
2017-06-14,129.13,129.94,128.27,129.0,3049100,0.0,0
2017-06-15,128.56,129.73,128.56,129.34,4654300,0.0,0
2017-06-16,129.35,130.35,128.29,130.31,6742000,0.0,0
2017-06-19,130.42,130.72,129.61,129.86,4629500,0.0,0
2017-06-20,129.56,130.32,129.37,129.95,4481700,0.0,0
2017-06-21,130.66,130.66,128.64,128.98,3959700,0.0,0
2017-06-22,129.62,129.99,128.9,129.49,2376500,0.0,0
2017-06-23,129.44,129.73,128.99,129.25,3282200,0.0,0
2017-06-26,129.75,130.62,129.68,130.19,2153500,0.0,0
2017-06-27,129.99,130.28,129.58,129.78,2386500,0.0,0
2017-06-28,130.12,130.46,129.81,130.26,2221000,0.0,0
2017-06-29,130.29,130.62,128.84,129.26,3262200,0.0,0
2017-06-30,129.39,129.58,128.43,129.01,3571500,0.0,0
2017-07-03,128.8,130.86,128.75,130.48,2822500,0.0,0
2017-07-05,130.64,130.74,128.85,128.88,3564400,0.0,0
2017-07-06,128.62,129.01,127.67,127.78,2757500,0.0,0
2017-07-07,128.0,128.73,127.6,128.27,2460100,0.0,0
2017-07-10,128.24,129.06,128.01,128.67,3206200,0.0,0
2017-07-11,128.54,128.86,127.52,128.48,3447500,0.0,0
2017-07-12,128.72,129.36,128.36,128.9,3097900,0.0,0
2017-07-13,128.9,129.32,128.48,128.85,2476100,0.0,0
2017-07-14,129.16,129.68,128.65,129.36,3256400,0.0,0
2017-07-17,128.81,129.06,127.68,128.33,4762600,0.0,0
2017-07-18,127.78,129.4,127.48,129.16,7566800,0.0,0
2017-07-19,125.82,126.01,123.04,123.73,14293600,0.0,0
2017-07-20,123.73,124.82,123.31,123.84,7212200,0.0,0
2017-07-21,123.78,124.01,122.87,123.35,6509500,0.0,0
2017-07-24,123.29,123.32,122.28,122.44,3877600,0.0,0
2017-07-25,122.92,123.7,122.47,122.61,4208900,0.0,0
2017-07-26,122.67,122.83,121.16,121.91,3932400,0.0,0
2017-07-27,121.61,121.94,120.47,121.67,6430800,0.0,0
2017-07-28,121.45,121.64,120.63,121.01,3054800,0.0,0
2017-07-31,121.09,121.55,120.91,121.33,4355700,0.0,0
2017-08-01,121.61,122.17,121.37,121.86,3219500,0.0,0
2017-08-02,121.71,121.85,120.95,121.15,3540900,0.0,0
2017-08-03,121.13,121.89,121.13,121.56,3035400,0.0,0
2017-08-04,121.61,121.93,121.1,121.74,2549400,0.0,0
2017-08-07,121.61,121.68,119.72,120.32,4618300,0.0,0
2017-08-08,120.35,120.99,120.35,120.44,3298700,1.5,0
2017-08-09,120.14,120.38,119.66,120.16,2925800,0.0,0
2017-08-10,120.04,120.71,119.7,120.21,4525400,0.0,0
2017-08-11,120.73,120.85,119.94,120.21,3004000,0.0,0
2017-08-14,120.35,120.99,120.3,120.62,2248600,0.0,0
2017-08-15,120.82,121.49,119.15,120.41,4681500,0.0,0
2017-08-16,120.17,121.12,120.02,120.77,3287800,0.0,0
2017-08-17,120.79,121.1,119.25,119.25,4422100,0.0,0
2017-08-18,119.39,119.63,118.3,118.4,4152700,0.0,0
2017-08-21,118.31,119.01,117.92,118.93,3190700,0.0,0
2017-08-22,119.2,119.63,118.98,119.51,2544400,0.0,0
2017-08-23,119.25,121.24,119.23,120.47,4048300,0.0,0
2017-08-24,120.77,121.77,120.56,121.15,3592200,0.0,0
2017-08-25,121.45,122.21,121.41,121.82,2872900,0.0,0
2017-08-28,122.14,122.52,120.68,120.78,5086000,0.0,0
2017-08-29,120.43,121.56,120.27,121.32,3009500,0.0,0
2017-08-30,121.42,121.43,120.7,120.82,2736000,0.0,0
2017-08-31,121.21,121.76,120.88,121.22,3656400,0.0,0
2017-09-01,121.18,122.47,121.18,122.11,3351700,0.0,0
2017-09-05,121.62,122.35,120.94,121.23,3097500,0.0,0
2017-09-06,121.94,122.44,121.62,121.89,3273300,0.0,0
2017-09-07,122.13,122.59,120.7,121.11,4188200,0.0,0
2017-09-08,121.32,121.32,120.04,120.73,3366200,0.0,0
2017-09-11,121.66,123.0,121.21,122.77,4613400,0.0,0
2017-09-12,122.99,124.05,122.48,123.54,5238100,0.0,0
2017-09-13,123.19,123.99,123.18,123.73,4101000,0.0,0
2017-09-14,123.62,124.06,123.32,123.35,3756900,0.0,0
2017-09-15,122.74,123.04,122.11,122.74,7397200,0.0,0
2017-09-18,122.73,123.3,122.27,122.51,3019500,0.0,0
2017-09-19,122.71,122.88,122.23,122.38,3464400,0.0,0
2017-09-20,122.83,123.64,122.4,123.64,5447500,0.0,0
2017-09-21,123.44,123.65,122.98,123.11,2555600,0.0,0
2017-09-22,123.39,123.39,122.55,123.0,2792300,0.0,0
2017-09-25,122.99,123.77,122.82,123.63,5213100,0.0,0
2017-09-26,124.05,124.94,123.69,124.21,4488600,0.0,0
2017-09-27,124.32,124.5,122.92,123.45,3502700,0.0,0
2017-09-28,123.45,123.62,122.22,123.45,2774800,0.0,0
2017-09-29,123.27,123.48,122.82,122.96,2654700,0.0,0
2017-10-02,123.19,124.48,123.07,124.3,2973200,0.0,0
2017-10-03,124.33,124.76,124.03,124.4,2302700,0.0,0
2017-10-04,124.59,124.6,123.83,124.15,2244400,0.0,0
2017-10-05,124.32,125.05,124.15,124.35,2686500,0.0,0
2017-10-06,124.28,124.46,124.01,124.15,2623200,0.0,0
2017-10-09,124.16,125.26,124.04,124.92,2682600,0.0,0
2017-10-10,125.19,126.24,125.14,125.86,4032600,0.0,0
2017-10-11,125.77,125.83,124.83,125.11,3702200,0.0,0
2017-10-12,125.06,125.34,124.39,124.61,3264300,0.0,0
2017-10-13,124.99,125.31,124.54,124.67,2506600,0.0,0
2017-10-16,124.77,125.16,124.17,124.44,3052100,0.0,0
2017-10-17,124.27,124.69,123.89,124.2,6372400,0.0,0
2017-10-18,133.16,136.65,133.02,135.21,30490200,0.0,0
2017-10-19,135.44,136.42,134.83,136.37,9914200,0.0,0
2017-10-20,136.51,137.71,135.41,137.36,7868800,0.0,0
